scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
909919,7002957,5195,2026-05-09 07:43:10,10,106,OUT_FOR_DELIVERY,,ECO,2026-05-09 07:43:10,missing weight
909999,7002978,5131,09/05/2026 12:09,99,124,ARRIVE,38.77,EXP,2026-05-09 12:09:00,unknown hub
910395,7003096,5168,2026-05-09 07:29:35,7,131,ARRIVE,,ECO,2026-05-09 07:29:35,missing weight
910161,7003026,5134,2026-05-09 08:58:46,2,108,DELIVERED,671.73,EXP,2026-05-09 08:58:46,impossible weight
910450,7003113,5199,2026-05-09 14:41:49,1,103,DEPART,,STD,2026-05-09 14:41:49,missing weight
910939,7003247,5034,2026-05-09 11:45:54,10,140,FAILED,,STD,2026-05-09 11:45:54,missing weight
910823,7003217,5133,2026-05-09 18:45:34,2,110,OUT_FOR_DELIVERY,,ECO,2026-05-09 18:45:34,missing weight
910333,7003081,5011,2026-05-09 16:44:22,6,105,FAILED,,ECO,2026-05-09 16:44:22,missing weight
910806,7003214,5026,2026-05-09 15:48:57,9,118,FAILED,514.46,SDD,2026-05-09 15:48:57,impossible weight
910560,7003140,5118,2026-05-09 15:06:19,1,129,DELIVERED,,EXP,2026-05-09 15:06:19,missing weight
910218,7003041,5111,2026-05-09 15:14:31,99,110,DEPART,7.59,EXP,2026-05-09 15:14:31,unknown hub
909844,7002933,5019,2026-05-09 11:29:45,99,109,ARRIVE,14.08,STD,2026-05-09 11:29:45,unknown hub
910517,7003127,5141,2026-05-09 11:16:40,10,102,ARRIVE,503.73,SDD,2026-05-09 11:16:40,impossible weight
910881,7003227,5061,2026-05-09 11:01:52,3,138,OUT_FOR_DELIVERY,,SDD,2026-05-09 11:01:52,missing weight
910222,7003044,5166,2026-05-09 08:18:38,2,108,OUT_FOR_DELIVERY,764.34,ECO,2026-05-09 08:18:38,impossible weight
910761,7003200,5024,2026-05-09 17:08:46,1,124,PICKUP,799.57,ECO,2026-05-09 17:08:46,impossible weight
910644,7003165,5027,2026-05-09 07:00:06,99,111,DELIVERED,42.34,STD,2026-05-09 07:00:06,unknown hub
910323,7003078,5070,2026-05-09 14:49:37,7,111,DEPART,315.8,ECO,2026-05-09 14:49:37,impossible weight
910486,7003122,5044,2026-05-09 19:58:29,8,134,PICKUP,,STD,2026-05-09 19:58:29,missing weight
910352,7003086,5157,2026-05-09 15:50:57,99,118,PICKUP,11.97,EXP,2026-05-09 15:50:57,unknown hub
910135,7003018,5113,2026-05-09 15:34:41,99,134,OUT_FOR_DELIVERY,27.15,ECO,2026-05-09 15:34:41,unknown hub
909972,7002972,5049,09/05/2026 06:02,9,101,OUT_FOR_DELIVERY,345.44,SDD,2026-05-09 06:02:00,impossible weight
910245,7003050,5139,09/05/2026 21:31,4,134,ARRIVE,,SDD,2026-05-09 21:31:00,missing weight
910460,7003113,5176,2026-05-09 11:02:29,99,138,DELIVERED,41.41,EXP,2026-05-09 11:02:29,unknown hub
910049,7002992,5013,2026-05-09 10:07:22,9,138,OUT_FOR_DELIVERY,,EXP,2026-05-09 10:07:22,missing weight
910293,7003066,5199,2026-05-09 11:27:34,3,104,DEPART,,ECO,2026-05-09 11:27:34,missing weight
910207,7003037,5137,09/05/2026 15:39,9,113,OUT_FOR_DELIVERY,,EXP,2026-05-09 15:39:00,missing weight
909958,7002968,5169,2026-05-09 07:25:23,10,116,DEPART,,EXP,2026-05-09 07:25:23,missing weight
910371,7003090,5166,2026-05-09 20:02:23,5,133,DELIVERED,,SDD,2026-05-09 20:02:23,missing weight
909716,7002888,5071,2026-05-09 19:57:05,5,125,OUT_FOR_DELIVERY,,SDD,2026-05-09 19:57:05,missing weight
