scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
902418,7000737,5091,2026-05-03 16:04:33,6,122,FAILED,553.97,EXP,2026-05-03 16:04:33,impossible weight
902586,7000783,5072,2026-05-03 06:23:57,10,105,ARRIVE,,SDD,2026-05-03 06:23:57,missing weight
903433,7001049,5069,2026-05-03 14:20:50,4,114,OUT_FOR_DELIVERY,,ECO,2026-05-03 14:20:50,missing weight
903447,7001053,5177,2026-05-03 07:06:08,10,115,FAILED,,EXP,2026-05-03 07:06:08,missing weight
902839,7000863,5052,2026-05-03 18:23:34,10,131,FAILED,,EXP,2026-05-03 18:23:34,missing weight
902827,7000860,5101,03/05/2026 14:05,99,115,DELIVERED,22.03,EXP,2026-05-03 14:05:00,unknown hub
903323,7001014,5034,2026-05-03 20:46:37,99,105,DEPART,27.21,STD,2026-05-03 20:46:37,unknown hub
902529,7000767,5086,2026-05-03 19:51:16,4,121,DEPART,489.15,STD,2026-05-03 19:51:16,impossible weight
903255,7000992,5079,2026-05-03 18:40:03,10,109,FAILED,886.59,STD,2026-05-03 18:40:03,impossible weight
903428,7001047,5049,2026-05-03 09:39:23,8,122,PICKUP,,SDD,2026-05-03 09:39:23,missing weight
902804,7000851,5171,2026-05-03 13:26:45,3,110,OUT_FOR_DELIVERY,735.54,ECO,2026-05-03 13:26:45,impossible weight
902726,7000827,5094,2026-05-03 18:47:51,5,125,DEPART,,EXP,2026-05-03 18:47:51,missing weight
902558,7000777,5045,2026-05-03 06:30:36,8,101,DEPART,,SDD,2026-05-03 06:30:36,missing weight
902631,7000798,5108,2026-05-03 08:29:02,99,130,ARRIVE,20.36,EXP,2026-05-03 08:29:02,unknown hub
902658,7000807,5179,2026-05-03 12:10:57,6,109,OUT_FOR_DELIVERY,618.37,STD,2026-05-03 12:10:57,impossible weight
903314,7001010,5116,2026-05-03 17:28:54,2,121,FAILED,,EXP,2026-05-03 17:28:54,missing weight
903401,7001042,5022,2026-05-03 12:33:38,4,109,FAILED,432.78,SDD,2026-05-03 12:33:38,impossible weight
903308,7001010,5107,2026-05-03 20:57:27,8,109,OUT_FOR_DELIVERY,613.61,SDD,2026-05-03 20:57:27,impossible weight
903380,7001031,5114,2026-05-03 16:13:07,4,124,OUT_FOR_DELIVERY,766.11,ECO,2026-05-03 16:13:07,impossible weight
902776,7000839,5016,2026-05-03 09:37:36,3,106,DELIVERED,,ECO,2026-05-03 09:37:36,missing weight
903186,7000969,5166,2026-05-03 06:20:57,99,138,FAILED,13.46,STD,2026-05-03 06:20:57,unknown hub
902959,7000897,5126,2026-05-03 20:37:34,99,109,OUT_FOR_DELIVERY,9.83,SDD,2026-05-03 20:37:34,unknown hub
