scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
916260,7004860,5093,2026-05-16 15:43:07,99,117,DEPART,37.54,STD,2026-05-16 15:43:07,unknown hub
916167,7004833,5117,2026-05-16 10:54:36,99,105,DELIVERED,17.65,SDD,2026-05-16 10:54:36,unknown hub
915994,7004778,5199,2026-05-16 09:35:13,6,117,DELIVERED,,ECO,2026-05-16 09:35:13,missing weight
916347,7004887,5150,2026-05-16 07:37:23,8,119,OUT_FOR_DELIVERY,414.21,ECO,2026-05-16 07:37:23,impossible weight
916505,7004929,5005,2026-05-16 14:16:41,6,118,FAILED,450.27,ECO,2026-05-16 14:16:41,impossible weight
916169,7004834,5130,2026-05-16 12:27:28,99,134,PICKUP,37.85,EXP,2026-05-16 12:27:28,unknown hub
916626,7004976,5049,2026-05-16 09:03:47,4,114,DELIVERED,682.71,ECO,2026-05-16 09:03:47,impossible weight
916164,7004832,5156,16/05/2026 21:31,99,129,DEPART,,STD,2026-05-16 21:31:00,missing weight
916340,7004886,5134,2026-05-16 10:23:56,6,110,DEPART,419.42,EXP,2026-05-16 10:23:56,impossible weight
916179,7004839,5158,2026-05-16 13:17:43,1,120,ARRIVE,,ECO,2026-05-16 13:17:43,missing weight
916547,7004949,5101,2026-05-16 17:40:56,8,127,OUT_FOR_DELIVERY,793.73,ECO,2026-05-16 17:40:56,impossible weight
916681,7004996,5058,2026-05-16 12:36:32,5,130,FAILED,825.98,EXP,2026-05-16 12:36:32,impossible weight
916203,7004843,5135,2026-05-16 09:47:14,99,133,DELIVERED,29.79,EXP,2026-05-16 09:47:14,unknown hub
916461,7004916,5049,2026-05-16 16:30:11,2,133,PICKUP,,STD,2026-05-16 16:30:11,missing weight
916071,7004801,5194,2026-05-16 21:05:57,10,130,ARRIVE,,ECO,2026-05-16 21:05:57,missing weight
915871,7004742,5143,2026-05-16 18:58:27,99,124,PICKUP,38.86,STD,2026-05-16 18:58:27,unknown hub
916561,7004955,5096,2026-05-16 07:49:27,99,140,DELIVERED,15.59,STD,2026-05-16 07:49:27,unknown hub
916312,7004877,5200,2026-05-16 20:51:24,1,128,PICKUP,659.87,STD,2026-05-16 20:51:24,impossible weight
916276,7004865,5130,2026-05-16 06:23:33,99,139,DELIVERED,40.28,STD,2026-05-16 06:23:33,unknown hub
916082,7004803,5081,2026-05-16 13:10:01,99,124,DELIVERED,34.94,EXP,2026-05-16 13:10:01,unknown hub
916471,7004918,5088,2026-05-16 21:27:16,1,128,OUT_FOR_DELIVERY,699.19,SDD,2026-05-16 21:27:16,impossible weight
916034,7004790,5168,2026-05-16 12:05:05,3,119,ARRIVE,,ECO,2026-05-16 12:05:05,missing weight
916560,7004955,5195,2026-05-16 06:06:41,6,135,OUT_FOR_DELIVERY,858.81,ECO,2026-05-16 06:06:41,impossible weight
916672,7004993,5106,2026-05-16 13:22:45,4,133,DEPART,,ECO,2026-05-16 13:22:45,missing weight
915872,7004743,5094,2026-05-16 19:11:39,99,113,PICKUP,,STD,2026-05-16 19:11:39,missing weight
916437,7004911,5162,2026-05-16 21:02:15,1,119,PICKUP,708.44,SDD,2026-05-16 21:02:15,impossible weight
915682,7004683,5140,2026-05-16 08:16:22,99,119,DELIVERED,16.32,EXP,2026-05-16 08:16:22,unknown hub
916419,7004908,5130,2026-05-16 15:10:27,6,106,DELIVERED,,SDD,2026-05-16 15:10:27,missing weight
916367,7004894,5091,2026-05-16 06:09:51,10,135,FAILED,,SDD,2026-05-16 06:09:51,missing weight
916638,7004980,5048,2026-05-16 16:09:51,1,113,DEPART,,SDD,2026-05-16 16:09:51,missing weight
915807,7004722,5082,2026-05-16 09:37:10,2,112,PICKUP,,SDD,2026-05-16 09:37:10,missing weight
916067,7004800,5166,2026-05-16 18:52:57,9,132,ARRIVE,602.46,EXP,2026-05-16 18:52:57,impossible weight
916377,7004897,5199,2026-05-16 15:17:10,99,127,ARRIVE,10.91,EXP,2026-05-16 15:17:10,unknown hub
916398,7004903,5134,2026-05-16 17:47:19,4,133,DELIVERED,473.51,STD,2026-05-16 17:47:19,impossible weight
