scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
918059,7005421,5114,2026-05-17 20:05:33,99,129,FAILED,37.08,SDD,2026-05-17 20:05:33,unknown hub
917936,7005383,5036,2026-05-17 10:44:37,99,115,FAILED,17.26,EXP,2026-05-17 10:44:37,unknown hub
916907,7005070,5128,2026-05-17 18:05:28,1,130,DELIVERED,592.51,EXP,2026-05-17 18:05:28,impossible weight
918040,7005413,5148,2026-05-17 19:22:53,99,102,OUT_FOR_DELIVERY,46.21,SDD,2026-05-17 19:22:53,unknown hub
917070,7005119,5069,2026-05-17 12:36:47,99,108,DELIVERED,26.64,ECO,2026-05-17 12:36:47,unknown hub
917942,7005386,5085,2026-05-17 06:37:26,99,106,DEPART,0.99,EXP,2026-05-17 06:37:26,unknown hub
916897,7005066,5175,2026-05-17 09:03:42,9,101,DELIVERED,,EXP,2026-05-17 09:03:42,missing weight
918026,7005408,5033,2026-05-17 07:02:36,3,138,FAILED,660.56,STD,2026-05-17 07:02:36,impossible weight
916959,7005084,5013,2026-05-17 18:59:37,1,120,ARRIVE,,EXP,2026-05-17 18:59:37,missing weight
917577,7005273,5048,2026-05-17 15:15:44,3,115,DELIVERED,,SDD,2026-05-17 15:15:44,missing weight
916769,7005022,5151,2026-05-17 08:25:02,2,138,DEPART,754.83,ECO,2026-05-17 08:25:02,impossible weight
917100,7005134,5070,2026-05-17 06:56:28,3,109,PICKUP,,ECO,2026-05-17 06:56:28,missing weight
917694,7005309,5165,2026-05-17 20:21:44,4,132,ARRIVE,,STD,2026-05-17 20:21:44,missing weight
917178,7005160,5199,2026-05-17 16:03:52,99,131,DELIVERED,6.95,EXP,2026-05-17 16:03:52,unknown hub
917413,7005237,5073,2026-05-17 13:00:58,4,102,FAILED,,ECO,2026-05-17 13:00:58,missing weight
917510,7005259,5198,2026-05-17 12:54:17,3,120,DEPART,,EXP,2026-05-17 12:54:17,missing weight
916767,7005022,5117,2026-05-17 09:01:23,1,133,DELIVERED,,STD,2026-05-17 09:01:23,missing weight
917498,7005256,5030,2026-05-17 15:57:45,99,128,OUT_FOR_DELIVERY,16.69,ECO,2026-05-17 15:57:45,unknown hub
917690,7005306,5089,2026-05-17 11:23:39,1,126,DEPART,,ECO,2026-05-17 11:23:39,missing weight
917707,7005313,5130,2026-05-17 12:40:00,3,106,FAILED,,STD,2026-05-17 12:40:00,missing weight
917304,7005204,5005,2026-05-17 17:14:53,2,116,PICKUP,560.78,EXP,2026-05-17 17:14:53,impossible weight
917199,7005169,5088,2026-05-17 15:15:45,6,114,DELIVERED,,SDD,2026-05-17 15:15:45,missing weight
917801,7005334,5185,2026-05-17 20:32:12,99,128,PICKUP,32.51,STD,2026-05-17 20:32:12,unknown hub
917727,7005320,5119,2026-05-17 13:32:11,99,102,OUT_FOR_DELIVERY,36.73,STD,2026-05-17 13:32:11,unknown hub
917200,7005169,5053,2026-05-17 08:25:50,6,105,PICKUP,,STD,2026-05-17 08:25:50,missing weight
916911,7005071,5053,2026-05-17 12:22:23,10,112,DEPART,,EXP,2026-05-17 12:22:23,missing weight
917040,7005108,5168,2026-05-17 18:33:57,99,102,DEPART,37.8,SDD,2026-05-17 18:33:57,unknown hub
916853,7005051,5073,2026-05-17 17:40:22,5,114,PICKUP,,STD,2026-05-17 17:40:22,missing weight
917045,7005109,5082,2026-05-17 16:39:24,6,113,PICKUP,821.88,EXP,2026-05-17 16:39:24,impossible weight
917121,7005141,5169,2026-05-17 07:46:26,8,126,FAILED,,ECO,2026-05-17 07:46:26,missing weight
