scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
906971,7002077,5183,2026-05-06 13:32:00,99,117,DELIVERED,39.76,STD,2026-05-06 13:32:00,unknown hub
906500,7001931,5004,2026-05-06 07:42:16,8,136,DEPART,,ECO,2026-05-06 07:42:16,missing weight
906166,7001840,5088,2026-05-06 18:01:19,2,136,OUT_FOR_DELIVERY,898.06,SDD,2026-05-06 18:01:19,impossible weight
906565,7001955,5112,2026-05-06 19:46:50,2,124,DELIVERED,,SDD,2026-05-06 19:46:50,missing weight
906458,7001916,5095,2026-05-06 13:58:20,99,137,DEPART,,ECO,2026-05-06 13:58:20,missing weight
906524,7001939,5038,2026-05-06 08:03:57,99,123,DEPART,27.61,EXP,2026-05-06 08:03:57,unknown hub
906802,7002034,5072,2026-05-06 18:48:26,99,106,OUT_FOR_DELIVERY,7.57,STD,2026-05-06 18:48:26,unknown hub
907137,7002135,5054,2026-05-06 09:10:01,4,127,OUT_FOR_DELIVERY,610.53,SDD,2026-05-06 09:10:01,impossible weight
906510,7001937,5045,2026-05-06 21:10:25,10,119,DEPART,714.21,ECO,2026-05-06 21:10:25,impossible weight
906443,7001913,5187,2026-05-06 06:00:45,9,118,FAILED,,SDD,2026-05-06 06:00:45,missing weight
906996,7002085,5096,2026-05-06 09:51:34,4,114,DELIVERED,879.49,STD,2026-05-06 09:51:34,impossible weight
906113,7001816,5009,2026-05-06 17:52:48,99,104,DELIVERED,13.44,EXP,2026-05-06 17:52:48,unknown hub
906920,7002066,5078,2026-05-06 14:28:55,2,118,ARRIVE,,ECO,2026-05-06 14:28:55,missing weight
906913,7002065,5166,2026-05-06 20:19:21,1,137,DEPART,,EXP,2026-05-06 20:19:21,missing weight
907239,7002167,5184,2026-05-06 21:59:29,9,112,FAILED,,SDD,2026-05-06 21:59:29,missing weight
906705,7001997,5035,2026-05-06 19:13:49,1,130,DEPART,,STD,2026-05-06 19:13:49,missing weight
906768,7002021,5060,2026-05-06 07:16:19,10,112,PICKUP,547.99,EXP,2026-05-06 07:16:19,impossible weight
907263,7002171,5037,2026-05-06 07:45:56,3,134,DELIVERED,,SDD,2026-05-06 07:45:56,missing weight
907023,7002094,5015,2026-05-06 11:03:34,1,112,DELIVERED,,STD,2026-05-06 11:03:34,missing weight
906468,7001919,5001,2026-05-06 16:21:37,99,109,FAILED,13.77,STD,2026-05-06 16:21:37,unknown hub
907054,7002105,5174,2026-05-06 20:02:33,99,118,PICKUP,5.57,SDD,2026-05-06 20:02:33,unknown hub
906893,7002059,5159,2026-05-06 08:20:41,99,,DELIVERED,14.93,SDD,2026-05-06 08:20:41,unknown hub
907105,7002124,5152,2026-05-06 13:16:47,2,123,ARRIVE,,SDD,2026-05-06 13:16:47,missing weight
906972,7002077,5105,2026-05-06 20:09:55,99,122,PICKUP,37.96,SDD,2026-05-06 20:09:55,unknown hub
906869,7002053,5057,2026-05-06 11:28:50,6,111,DEPART,336.7,ECO,2026-05-06 11:28:50,impossible weight
906645,7001980,5126,2026-05-06 11:13:03,9,114,DEPART,,ECO,2026-05-06 11:13:03,missing weight
906361,7001891,5054,2026-05-06 13:52:49,7,109,ARRIVE,871.57,EXP,2026-05-06 13:52:49,impossible weight
907200,7002154,5159,2026-05-06 08:54:24,2,116,DEPART,826.11,ECO,2026-05-06 08:54:24,impossible weight
907250,7002170,5002,2026-05-06 15:09:20,99,135,DELIVERED,22.47,STD,2026-05-06 15:09:20,unknown hub
906106,7001811,5178,2026-05-06 14:52:13,7,104,PICKUP,,STD,2026-05-06 14:52:13,missing weight
907118,7002131,5082,2026-05-06 12:33:07,4,108,DEPART,,STD,2026-05-06 12:33:07,missing weight
906686,7001989,5141,2026-05-06 18:18:42,99,120,DELIVERED,27.47,EXP,2026-05-06 18:18:42,unknown hub
906894,7002059,5059,2026-05-06 11:50:26,7,124,OUT_FOR_DELIVERY,300.15,SDD,2026-05-06 11:50:26,impossible weight
906486,7001925,5160,2026-05-06 08:16:35,7,106,PICKUP,617.29,SDD,2026-05-06 08:16:35,impossible weight
