scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
919033,7005721,5042,2026-05-18 06:34:32,4,135,FAILED,,STD,2026-05-18 06:34:32,missing weight
918121,7005442,5177,2026-05-18 17:50:54,99,119,DEPART,34.82,EXP,2026-05-18 17:50:54,unknown hub
918636,7005605,5185,18/05/2026 21:15,10,121,DEPART,,ECO,2026-05-18 21:15:00,missing weight
918145,7005445,5024,2026-05-18 10:43:11,3,123,ARRIVE,,SDD,2026-05-18 10:43:11,missing weight
918595,7005593,5081,2026-05-18 06:46:51,3,139,PICKUP,,EXP,2026-05-18 06:46:51,missing weight
919052,7005728,5083,2026-05-18 13:44:54,7,131,DELIVERED,,SDD,2026-05-18 13:44:54,missing weight
919147,7005757,5147,2026-05-18 16:28:51,6,138,PICKUP,,EXP,2026-05-18 16:28:51,missing weight
918526,7005572,5112,2026-05-18 16:27:52,99,109,DEPART,27.5,SDD,2026-05-18 16:27:52,unknown hub
918718,7005624,5026,2026-05-18 17:01:58,99,135,DELIVERED,7.79,ECO,2026-05-18 17:01:58,unknown hub
919006,7005713,5095,2026-05-18 14:06:55,2,106,ARRIVE,615.47,STD,2026-05-18 14:06:55,impossible weight
918425,7005528,5143,2026-05-18 13:29:32,10,106,ARRIVE,,STD,2026-05-18 13:29:32,missing weight
918696,7005620,5088,2026-05-18 11:36:32,10,117,ARRIVE,,EXP,2026-05-18 11:36:32,missing weight
918097,7005434,5109,2026-05-18 12:50:20,6,134,PICKUP,472.13,EXP,2026-05-18 12:50:20,impossible weight
918473,7005548,5153,2026-05-18 19:15:15,99,123,DELIVERED,33.97,ECO,2026-05-18 19:15:15,unknown hub
918267,7005485,5133,2026-05-18 18:34:26,99,107,DEPART,39.14,SDD,2026-05-18 18:34:26,unknown hub
918519,7005568,5015,2026-05-18 21:35:50,99,117,DEPART,31.39,ECO,2026-05-18 21:35:50,unknown hub
918922,7005684,5003,2026-05-18 13:33:09,2,104,ARRIVE,,EXP,2026-05-18 13:33:09,missing weight
918236,7005476,5097,2026-05-18 09:49:58,10,136,ARRIVE,433.28,SDD,2026-05-18 09:49:58,impossible weight
918177,7005459,5172,2026-05-18 13:55:51,99,113,ARRIVE,21.23,EXP,2026-05-18 13:55:51,unknown hub
918476,7005550,5136,2026-05-18 13:40:45,3,122,PICKUP,881.71,STD,2026-05-18 13:40:45,impossible weight
919124,7005750,5166,2026-05-18 16:32:27,5,130,DELIVERED,,ECO,2026-05-18 16:32:27,missing weight
918687,7005617,5156,2026-05-18 06:47:57,99,108,DEPART,2.96,EXP,2026-05-18 06:47:57,unknown hub
918271,7005486,5195,2026-05-18 06:24:09,7,133,FAILED,,ECO,2026-05-18 06:24:09,missing weight
919160,7005760,5036,2026-05-18 12:50:20,9,140,ARRIVE,,STD,2026-05-18 12:50:20,missing weight
918596,7005594,5041,2026-05-18 12:11:48,1,138,OUT_FOR_DELIVERY,,EXP,2026-05-18 12:11:48,missing weight
918675,7005614,5153,2026-05-18 21:19:30,3,130,DEPART,,ECO,2026-05-18 21:19:30,missing weight
919104,7005743,5002,2026-05-18 17:39:28,7,106,FAILED,,ECO,2026-05-18 17:39:28,missing weight
919126,7005751,5019,2026-05-18 16:08:27,99,125,ARRIVE,44.44,ECO,2026-05-18 16:08:27,unknown hub
919157,7005760,5050,2026-05-18 20:59:18,99,104,DEPART,14.03,ECO,2026-05-18 20:59:18,unknown hub
918940,7005693,5126,2026-05-18 16:46:28,99,128,DEPART,13.51,EXP,2026-05-18 16:46:28,unknown hub
