scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
921504,7006477,5066,2026-05-21 13:28:03,5,104,ARRIVE,431.08,EXP,2026-05-21 13:28:03,impossible weight
921567,7006497,5069,21/05/2026 09:20,1,103,DEPART,,EXP,2026-05-21 09:20:00,missing weight
921980,7006639,5099,2026-05-21 20:14:54,99,116,PICKUP,15.21,ECO,2026-05-21 20:14:54,unknown hub
922157,7006692,5073,2026-05-21 16:00:15,1,139,DEPART,,EXP,2026-05-21 16:00:15,missing weight
922103,7006681,5180,2026-05-21 06:04:53,6,114,OUT_FOR_DELIVERY,498.87,SDD,2026-05-21 06:04:53,impossible weight
921822,7006587,5062,2026-05-21 07:55:02,2,108,DELIVERED,,STD,2026-05-21 07:55:02,missing weight
922216,7006716,5109,2026-05-21 19:22:11,3,102,PICKUP,705.23,SDD,2026-05-21 19:22:11,impossible weight
922635,7006863,5055,2026-05-21 08:37:29,99,139,DEPART,40.52,STD,2026-05-21 08:37:29,unknown hub
921917,7006621,5046,2026-05-21 17:37:05,99,110,DEPART,1.25,STD,2026-05-21 17:37:05,unknown hub
922416,7006780,5060,2026-05-21 14:55:27,2,111,DELIVERED,,ECO,2026-05-21 14:55:27,missing weight
921855,7006601,5121,21/05/2026 08:38,99,114,PICKUP,41.56,ECO,2026-05-21 08:38:00,unknown hub
921513,7006481,5090,2026-05-21 11:30:12,9,121,DEPART,,STD,2026-05-21 11:30:12,missing weight
922121,7006687,5035,2026-05-21 16:12:11,99,120,DEPART,25.79,ECO,2026-05-21 16:12:11,unknown hub
922193,7006707,5156,2026-05-21 09:53:59,3,138,DELIVERED,715.32,EXP,2026-05-21 09:53:59,impossible weight
921602,7006506,5133,2026-05-21 06:19:33,4,136,DEPART,,SDD,2026-05-21 06:19:33,missing weight
922283,7006733,5016,2026-05-21 16:54:57,99,130,DEPART,31.09,STD,2026-05-21 16:54:57,unknown hub
921848,7006596,5064,2026-05-21 06:32:51,1,120,FAILED,709.52,SDD,2026-05-21 06:32:51,impossible weight
921936,7006625,5117,2026-05-21 18:31:20,2,127,PICKUP,604.05,EXP,2026-05-21 18:31:20,impossible weight
922402,7006773,5078,2026-05-21 16:15:55,99,134,DEPART,27.88,SDD,2026-05-21 16:15:55,unknown hub
922610,7006852,5128,2026-05-21 08:40:14,9,128,DEPART,,SDD,2026-05-21 08:40:14,missing weight
921750,7006558,5117,2026-05-21 16:22:56,10,110,ARRIVE,,EXP,2026-05-21 16:22:56,missing weight
921658,7006527,5189,2026-05-21 07:38:52,6,130,PICKUP,,EXP,2026-05-21 07:38:52,missing weight
921453,7006461,5041,2026-05-21 15:41:18,3,118,FAILED,396.64,SDD,2026-05-21 15:41:18,impossible weight
