scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
900542,7000169,5102,2026-05-01 16:29:25,99,104,DELIVERED,45.22,STD,2026-05-01 16:29:25,unknown hub
900801,7000246,5113,2026-05-01 20:07:18,7,138,OUT_FOR_DELIVERY,858.29,ECO,2026-05-01 20:07:18,impossible weight
901014,7000315,5149,01/05/2026 12:52,6,132,PICKUP,635.15,STD,2026-05-01 12:52:00,impossible weight
900515,7000163,5084,2026-05-01 20:50:07,5,110,PICKUP,,ECO,2026-05-01 20:50:07,missing weight
900138,7000040,5174,2026-05-01 06:00:00,7,130,DEPART,,EXP,2026-05-01 06:00:00,missing weight
900622,7000197,5140,2026-05-01 13:52:03,8,131,ARRIVE,442.67,STD,2026-05-01 13:52:03,impossible weight
900891,7000275,5163,2026-05-01 07:19:31,1,126,DELIVERED,,ECO,2026-05-01 07:19:31,missing weight
900172,7000048,5145,2026-05-01 18:22:34,99,102,FAILED,36.92,EXP,2026-05-01 18:22:34,unknown hub
901221,7000378,5006,2026-05-01 16:55:16,10,127,OUT_FOR_DELIVERY,,ECO,2026-05-01 16:55:16,missing weight
901185,7000368,5147,2026-05-01 15:46:34,99,129,DELIVERED,876.01,ECO,2026-05-01 15:46:34,impossible weight
900663,7000213,5144,2026-05-01 08:15:22,99,130,DELIVERED,34.86,EXP,2026-05-01 08:15:22,unknown hub
900626,7000197,5065,2026-05-01 07:22:35,99,136,FAILED,11.38,STD,2026-05-01 07:22:35,unknown hub
900316,7000094,5144,2026-05-01 14:09:47,5,130,OUT_FOR_DELIVERY,,ECO,2026-05-01 14:09:47,missing weight
900132,7000038,5154,2026-05-01 14:55:43,2,101,OUT_FOR_DELIVERY,,ECO,2026-05-01 14:55:43,missing weight
901013,7000315,5086,2026-05-01 10:18:47,7,106,DELIVERED,,STD,2026-05-01 10:18:47,missing weight
900988,7000308,5069,2026-05-01 12:25:36,5,123,OUT_FOR_DELIVERY,,ECO,2026-05-01 12:25:36,missing weight
900911,7000278,5189,2026-05-01 20:55:45,6,136,OUT_FOR_DELIVERY,,ECO,2026-05-01 20:55:45,missing weight
901172,7000363,5187,2026-05-01 16:22:23,5,131,FAILED,755.69,SDD,2026-05-01 16:22:23,impossible weight
900280,7000085,5009,2026-05-01 10:34:50,7,132,ARRIVE,,STD,2026-05-01 10:34:50,missing weight
900699,7000219,5118,2026-05-01 17:30:19,99,106,ARRIVE,41.84,STD,2026-05-01 17:30:19,unknown hub
900700,7000219,5022,2026-05-01 09:49:19,99,120,FAILED,39.53,STD,2026-05-01 09:49:19,unknown hub
900063,7000022,5165,2026-05-01 08:31:48,7,110,PICKUP,641.85,ECO,2026-05-01 08:31:48,impossible weight
900244,7000073,5145,2026-05-01 21:01:29,10,101,OUT_FOR_DELIVERY,,ECO,2026-05-01 21:01:29,missing weight
901031,7000320,5149,2026-05-01 17:13:00,4,140,PICKUP,805.04,ECO,2026-05-01 17:13:00,impossible weight
901021,7000318,5029,2026-05-01 15:48:50,99,132,DEPART,38.65,SDD,2026-05-01 15:48:50,unknown hub
900149,7000044,5122,2026-05-01 21:08:47,99,130,DELIVERED,5.88,ECO,2026-05-01 21:08:47,unknown hub
900481,7000148,5173,2026-05-01 06:01:38,2,104,OUT_FOR_DELIVERY,,EXP,2026-05-01 06:01:38,missing weight
900347,7000101,5092,2026-05-01 07:41:01,5,109,DEPART,,ECO,2026-05-01 07:41:01,missing weight
900773,7000237,5142,2026-05-01 21:37:27,3,130,PICKUP,305.31,ECO,2026-05-01 21:37:27,impossible weight
900571,7000173,5104,2026-05-01 19:37:01,8,130,DELIVERED,,STD,2026-05-01 19:37:01,missing weight
900216,7000063,5091,2026-05-01 10:29:49,5,136,OUT_FOR_DELIVERY,,EXP,2026-05-01 10:29:49,missing weight
901079,7000336,5185,2026-05-01 19:10:24,1,129,PICKUP,692.4,ECO,2026-05-01 19:10:24,impossible weight
900219,7000063,5125,01/05/2026 18:51,7,134,ARRIVE,745.59,STD,2026-05-01 18:51:00,impossible weight
900004,7000001,5154,2026-05-01 18:30:09,8,136,DEPART,656.07,STD,2026-05-01 18:30:09,impossible weight
900887,7000274,5078,2026-05-01 20:23:13,9,127,OUT_FOR_DELIVERY,,SDD,2026-05-01 20:23:13,missing weight
900254,7000075,5121,2026-05-01 20:59:49,99,109,DELIVERED,16.37,ECO,2026-05-01 20:59:49,unknown hub
901100,7000343,5098,2026-05-01 12:18:16,9,103,OUT_FOR_DELIVERY,634.92,STD,2026-05-01 12:18:16,impossible weight
