scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
913395,7003982,5096,2026-05-13 18:39:12,99,138,DEPART,2.93,SDD,2026-05-13 18:39:12,unknown hub
913711,7004084,5023,2026-05-13 15:41:24,1,115,FAILED,,EXP,2026-05-13 15:41:24,missing weight
913950,7004157,5131,2026-05-13 11:47:06,1,115,ARRIVE,,ECO,2026-05-13 11:47:06,missing weight
913958,7004160,5154,2026-05-13 16:06:16,9,131,DELIVERED,,STD,2026-05-13 16:06:16,missing weight
914463,7004290,5193,2026-05-13 19:28:56,9,136,DEPART,,EXP,2026-05-13 19:28:56,missing weight
913724,7004088,5002,2026-05-13 18:59:21,1,129,ARRIVE,607.86,EXP,2026-05-13 18:59:21,impossible weight
913762,7004099,5010,2026-05-13 14:12:04,99,112,DEPART,23.9,EXP,2026-05-13 14:12:04,unknown hub
913867,7004132,5055,2026-05-13 06:53:30,99,131,PICKUP,39.74,EXP,2026-05-13 06:53:30,unknown hub
913355,7003970,5089,2026-05-13 10:59:07,7,102,ARRIVE,654.51,STD,2026-05-13 10:59:07,impossible weight
913345,7003966,5056,2026-05-13 08:34:14,9,126,OUT_FOR_DELIVERY,,STD,2026-05-13 08:34:14,missing weight
913881,7004139,5176,2026-05-13 09:46:02,9,139,ARRIVE,,ECO,2026-05-13 09:46:02,missing weight
914473,7004293,5103,2026-05-13 14:32:47,3,133,ARRIVE,,SDD,2026-05-13 14:32:47,missing weight
913959,7004161,5021,2026-05-13 21:04:01,1,129,DEPART,797.78,ECO,2026-05-13 21:04:01,impossible weight
913911,7004149,5061,2026-05-13 18:55:20,99,133,DEPART,37.57,EXP,2026-05-13 18:55:20,unknown hub
913891,7004144,5177,2026-05-13 21:40:51,99,113,ARRIVE,36.74,ECO,2026-05-13 21:40:51,unknown hub
913443,7003996,5150,2026-05-13 17:44:43,5,121,PICKUP,,ECO,2026-05-13 17:44:43,missing weight
913391,7003982,5030,2026-05-13 16:27:14,99,129,PICKUP,22.88,ECO,2026-05-13 16:27:14,unknown hub
914142,7004211,5049,2026-05-13 09:01:06,99,116,FAILED,43.75,SDD,2026-05-13 09:01:06,unknown hub
913347,7003967,5146,13/05/2026 18:08,9,136,DELIVERED,,STD,2026-05-13 18:08:00,missing weight
913952,7004158,5020,2026-05-13 12:25:11,6,108,PICKUP,,EXP,2026-05-13 12:25:11,missing weight
914344,7004262,5036,2026-05-13 13:29:03,9,101,DEPART,,EXP,2026-05-13 13:29:03,missing weight
914424,7004281,5001,2026-05-13 13:40:57,99,116,ARRIVE,47.95,EXP,2026-05-13 13:40:57,unknown hub
914119,7004205,5044,2026-05-13 11:27:37,99,117,PICKUP,9.54,STD,2026-05-13 11:27:37,unknown hub
913960,7004161,5112,2026-05-13 15:53:13,2,136,DELIVERED,,STD,2026-05-13 15:53:13,missing weight
913400,7003983,5162,2026-05-13 06:54:23,8,135,PICKUP,,STD,2026-05-13 06:54:23,missing weight
913602,7004052,5080,2026-05-13 18:17:12,8,108,DELIVERED,,ECO,2026-05-13 18:17:12,missing weight
914239,7004238,5046,2026-05-13 14:45:03,99,104,FAILED,26.04,STD,2026-05-13 14:45:03,unknown hub
913574,7004041,5032,2026-05-13 11:54:39,5,102,OUT_FOR_DELIVERY,,STD,2026-05-13 11:54:39,missing weight
914405,7004275,5025,2026-05-13 08:05:18,99,134,ARRIVE,38.45,ECO,2026-05-13 08:05:18,unknown hub
913842,7004121,5179,2026-05-13 13:03:42,8,138,DELIVERED,324.87,ECO,2026-05-13 13:03:42,impossible weight
