scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
901508,7000463,5168,2026-05-02 15:05:58,99,107,DELIVERED,8.55,SDD,2026-05-02 15:05:58,unknown hub
902112,7000652,5095,2026-05-02 06:20:22,99,109,DELIVERED,25.35,EXP,2026-05-02 06:20:22,unknown hub
902282,7000697,5091,2026-05-02 08:05:22,99,108,DELIVERED,17.32,SDD,2026-05-02 08:05:22,unknown hub
902284,7000698,5048,2026-05-02 08:28:58,10,108,FAILED,,ECO,2026-05-02 08:28:58,missing weight
901459,7000455,5156,2026-05-02 17:15:41,6,116,OUT_FOR_DELIVERY,,EXP,2026-05-02 17:15:41,missing weight
901701,7000519,5008,2026-05-02 18:46:44,9,121,FAILED,,SDD,2026-05-02 18:46:44,missing weight
902023,7000633,5182,2026-05-02 16:10:36,8,133,DEPART,,ECO,2026-05-02 16:10:36,missing weight
901316,7000410,5078,2026-05-02 14:38:07,99,121,DELIVERED,22.5,ECO,2026-05-02 14:38:07,unknown hub
901630,7000499,5154,2026-05-02 09:09:09,6,120,FAILED,,ECO,2026-05-02 09:09:09,missing weight
902179,7000672,5196,2026-05-02 21:17:08,99,132,DEPART,36.21,EXP,2026-05-02 21:17:08,unknown hub
901499,7000463,5199,2026-05-02 12:35:19,10,131,PICKUP,,EXP,2026-05-02 12:35:19,missing weight
902074,7000640,5047,2026-05-02 20:15:30,99,119,PICKUP,20.38,SDD,2026-05-02 20:15:30,unknown hub
901677,7000510,5076,2026-05-02 08:30:19,10,123,DELIVERED,,EXP,2026-05-02 08:30:19,missing weight
901545,7000475,5147,2026-05-02 15:51:05,99,128,ARRIVE,38.01,SDD,2026-05-02 15:51:05,unknown hub
901640,7000502,5087,2026-05-02 10:42:07,9,113,PICKUP,525.99,EXP,2026-05-02 10:42:07,impossible weight
901443,7000450,5172,2026-05-02 20:25:38,7,125,OUT_FOR_DELIVERY,,EXP,2026-05-02 20:25:38,missing weight
901490,7000460,5100,2026-05-02 08:29:48,2,113,ARRIVE,,ECO,2026-05-02 08:29:48,missing weight
902013,7000631,5107,2026-05-02 18:44:14,99,104,DELIVERED,17.52,EXP,2026-05-02 18:44:14,unknown hub
901457,7000455,5190,2026-05-02 12:47:19,1,107,PICKUP,,STD,2026-05-02 12:47:19,missing weight
901827,7000571,5136,2026-05-02 06:34:29,99,107,DEPART,8.51,STD,2026-05-02 06:34:29,unknown hub
901484,7000460,5190,2026-05-02 08:40:46,10,109,OUT_FOR_DELIVERY,,EXP,2026-05-02 08:40:46,missing weight
901244,7000384,5079,2026-05-02 19:27:13,9,107,PICKUP,,SDD,2026-05-02 19:27:13,missing weight
901258,7000390,5188,2026-05-02 09:59:01,3,135,PICKUP,380.62,SDD,2026-05-02 09:59:01,impossible weight
901554,7000476,5103,2026-05-02 06:50:37,2,102,DELIVERED,,SDD,2026-05-02 06:50:37,missing weight
901852,7000580,5115,2026-05-02 12:11:37,99,103,OUT_FOR_DELIVERY,41.48,ECO,2026-05-02 12:11:37,unknown hub
902024,7000633,5063,2026-05-02 14:13:09,10,139,DEPART,,SDD,2026-05-02 14:13:09,missing weight
901784,7000548,5196,2026-05-02 15:48:01,4,128,PICKUP,,STD,2026-05-02 15:48:01,missing weight
902173,7000670,5007,2026-05-02 06:52:56,99,126,ARRIVE,5.83,SDD,2026-05-02 06:52:56,unknown hub
902009,7000630,5171,2026-05-02 11:47:41,8,134,FAILED,482.61,SDD,2026-05-02 11:47:41,impossible weight
902222,7000684,5052,2026-05-02 12:22:12,9,126,OUT_FOR_DELIVERY,,EXP,2026-05-02 12:22:12,missing weight
901992,7000626,5169,2026-05-02 18:54:48,2,128,ARRIVE,,STD,2026-05-02 18:54:48,missing weight
902303,7000703,5022,2026-05-02 12:46:06,4,117,DEPART,,ECO,2026-05-02 12:46:06,missing weight
901571,7000480,5038,2026-05-02 17:02:32,99,117,ARRIVE,21.98,EXP,2026-05-02 17:02:32,unknown hub
901412,7000439,5069,2026-05-02 16:24:12,9,127,OUT_FOR_DELIVERY,324.99,SDD,2026-05-02 16:24:12,impossible weight
