scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code,parsed_scanned_at,reject_reason
904622,7001380,5131,2026-05-04 07:54:44,4,140,ARRIVE,459.46,SDD,2026-05-04 07:54:44,impossible weight
903642,7001100,5039,2026-05-04 21:05:53,99,109,FAILED,43.36,EXP,2026-05-04 21:05:53,unknown hub
903849,7001166,5177,2026-05-04 07:10:07,10,102,OUT_FOR_DELIVERY,359.48,ECO,2026-05-04 07:10:07,impossible weight
904267,7001281,5170,2026-05-04 13:22:39,99,114,OUT_FOR_DELIVERY,4.38,ECO,2026-05-04 13:22:39,unknown hub
903791,7001145,5067,2026-05-04 15:34:26,7,124,FAILED,,SDD,2026-05-04 15:34:26,missing weight
904636,7001382,5042,2026-05-04 16:02:23,99,135,PICKUP,10.05,EXP,2026-05-04 16:02:23,unknown hub
904603,7001377,5132,2026-05-04 20:54:05,99,124,DELIVERED,17.92,SDD,2026-05-04 20:54:05,unknown hub
903901,7001179,5066,2026-05-04 11:07:24,8,111,DELIVERED,500.95,EXP,2026-05-04 11:07:24,impossible weight
904169,7001246,5152,2026-05-04 06:21:27,6,135,PICKUP,881.39,SDD,2026-05-04 06:21:27,impossible weight
904508,7001352,5060,2026-05-04 07:34:49,6,128,DELIVERED,,STD,2026-05-04 07:34:49,missing weight
904407,7001322,5004,2026-05-04 14:14:22,99,101,PICKUP,33.14,ECO,2026-05-04 14:14:22,unknown hub
904311,7001297,5109,2026-05-04 11:30:39,99,101,ARRIVE,37.99,STD,2026-05-04 11:30:39,unknown hub
903980,7001206,5156,2026-05-04 12:01:37,1,129,ARRIVE,,STD,2026-05-04 12:01:37,missing weight
903593,7001090,5163,2026-05-04 06:49:15,2,130,DELIVERED,365.86,ECO,2026-05-04 06:49:15,impossible weight
904211,7001260,5176,2026-05-04 10:34:54,10,138,FAILED,819.94,STD,2026-05-04 10:34:54,impossible weight
903673,7001112,5167,2026-05-04 16:03:39,9,129,DELIVERED,758.05,EXP,2026-05-04 16:03:39,impossible weight
904774,7001423,5019,2026-05-04 08:27:23,1,131,OUT_FOR_DELIVERY,,EXP,2026-05-04 08:27:23,missing weight
904722,7001402,5137,2026-05-04 13:05:58,9,106,FAILED,,EXP,2026-05-04 13:05:58,missing weight
904389,7001316,5048,2026-05-04 16:24:07,6,118,PICKUP,796.78,SDD,2026-05-04 16:24:07,impossible weight
903706,7001125,5128,2026-05-04 13:52:01,1,107,ARRIVE,,ECO,2026-05-04 13:52:01,missing weight
904453,7001336,5043,2026-05-04 18:07:32,1,107,DELIVERED,,SDD,2026-05-04 18:07:32,missing weight
904408,7001322,5183,2026-05-04 16:44:06,99,114,DELIVERED,22.24,STD,2026-05-04 16:44:06,unknown hub
904091,7001228,5065,2026-05-04 11:02:23,3,139,DEPART,389.64,ECO,2026-05-04 11:02:23,impossible weight
904696,7001396,5016,2026-05-04 16:21:04,10,101,DEPART,725.22,SDD,2026-05-04 16:21:04,impossible weight
904097,7001229,5200,2026-05-04 08:42:21,99,131,OUT_FOR_DELIVERY,44.52,EXP,2026-05-04 08:42:21,unknown hub
903780,7001142,5023,2026-05-04 06:52:19,7,110,PICKUP,,EXP,2026-05-04 06:52:19,missing weight
903683,7001116,5043,2026-05-04 20:39:41,3,136,DELIVERED,,ECO,2026-05-04 20:39:41,missing weight
904352,7001305,5037,2026-05-04 09:35:12,5,120,DEPART,833.76,ECO,2026-05-04 09:35:12,impossible weight
904468,7001343,5101,2026-05-04 20:52:21,8,130,OUT_FOR_DELIVERY,529.61,ECO,2026-05-04 20:52:21,impossible weight
